Alpha,Loss YCF Y,ATE YCF Y,ACC YCF Y,Loss YCF MANUAL,ATE YCF MANUAL,ACC YCF MANUAL,Loss YCF RAND,ATE YCF RAND,ACC YCF RAND
0.0,0.5936797109673301,0.0016829128609358035,0.6955,,,,,,
0.033,0.5913587724691902,0.0018262449053931817,0.6955,,,,,,
0.066,0.5890575408477251,0.001973536254802344,0.6955,,,,,,
0.1,0.586710536089935,0.0021292527238394587,0.6955,,,,,,
0.2,0.5799823691735502,0.002609726833013193,0.6955,,,,,,
0.3,0.5735711039880677,0.0031247336392652425,0.6955,,,,,,
0.4,0.5675099439219626,0.0036793603401502617,0.6955,,,,,,
0.5,0.5617857463095751,0.004281998746282989,0.6955,,,,,,
0.6,0.5563525968455845,0.004942627103480923,0.6955,,,,,,
0.7,0.5511484848827313,0.005671399830250223,0.6955,,,,,,
0.8,0.5461084689783426,0.006477800297176262,0.6955,,,,,,
0.9,0.5411729753276321,0.007370279827008441,0.696,,,,,,
1.0,0.5362922424126553,0.008356164224568419,0.6965,,,,,,
