0,1,2,3
-2.3134177772474436,1.2341179922747887,-0.9290432699982063,-3.90628905160656
2.1285066022348476,0.5238289040890443,1.5612722271503852,1.681748178725736
0.3698775249296654,-2.529509013410469,-0.2463663889306321,-3.7686991792934803
0.22035638554197448,2.051575102064787,-1.3857287423970297,1.6180479533181527
5.081028524185358,-2.667268299799524,1.168257897791713,2.1352081126851736
-3.501279823702873,0.7317610131334613,1.476511236090937,-4.315594527824091
-0.6128707619052943,0.10686172816587683,-3.1175808286141447,-6.12221894705514
4.373572177947573,-3.7959033080574516,2.5916811188880184,-0.2126104419274848
2.9650364469183725,0.14579828773462014,4.681074722880425,7.287001880978409
-0.9582458906287054,1.6768685479905723,4.57582240211128,0.7314833763036499
0.7982440957040895,0.8068647601218084,0.7335491828220365,3.7230318465034227
-7.162947889531939,-0.4262585871037894,-0.4932057987833314,-9.80980100012163
1.4718932103404194,-1.1800133807632536,4.13854066488263,2.245485025095666
-1.85787544191515,3.6717235157100396,-0.8187986860055123,-0.9442504916293964
-0.8835385874945297,-1.6060314754977496,-0.3957447501672552,-2.170361734286824
3.5407970706820198,0.29288968171818386,0.9737627741759024,6.764265050383106
-0.7846955279837661,-0.6589827600738702,0.7818815193321607,0.7494091014013915
1.3009045241927324,-2.471926906219762,1.066057283704248,1.248616488241028
4.239037420102611,-0.1324196466432762,-0.6215683219156782,-1.0386305584067754
-1.9361948437327263,-2.3682120628144765,2.359438732386305,-5.2969150416628175
1.2747223693671828,3.0009562194571098,-2.090265327183204,2.6505130647391852
0.3531447777714713,-1.155483236334445,-1.3290512857271546,-2.2302916520424305
-1.3017685129437722,1.4461740193160189,-0.7276513221945613,2.0483645623183473
-2.8145371267915347,-0.3754825588849394,2.1448372609916744,0.7721042499108792
2.20998393848652,1.1232347081038558,-0.407777550557761,3.5505281801500472
-0.003749383451541147,1.4290211823321095,0.10652423255089044,0.23181455678817242
0.603862679874213,-1.188774088045633,2.3409117868800724,-2.8930697948701107
1.001236938381851,0.4360440467361177,0.3749999057059916,0.9935684684814772
0.7604382897323437,-1.1639062316985103,-0.07877619529032101,-6.980481576184271
-3.6784848419261196,0.5677621870271974,2.6298081103164317,0.3490235346142643
0.1706966062556714,-2.634261071542481,0.8984262160411987,-1.9707279861878786
-3.829937513760889,1.7650533571800575,0.10701184240191153,-1.4264762899699395
3.1335073433571434,0.9077217484706748,-1.7568131403512255,4.631016880394418
2.0422710547454384,2.5288375812810595,-0.8877509475353113,4.294016251731767
-0.3944727368085699,0.11969152627055711,-3.582586226033991,-2.1493646915849025
0.5191710019543294,3.6285394393530708,-1.2308950638328613,4.9345759823832624
1.4099589607462109,0.4146607247424063,1.2834876073488959,3.1427714131172717
