Alpha,Loss YCF Y,ATE YCF Y,ACC YCF Y,Loss YCF MANUAL,ATE YCF MANUAL,ACC YCF MANUAL,Loss YCF RAND,ATE YCF RAND,ACC YCF RAND
0.0,0.606013739151221,0.0008925127442941383,0.6955,0.6214550983042861,-0.00016560437718660115,0.6955,0.6994490413069749,-9.5149476451728e-06,0.3045
0.033,0.6047522540450796,0.0009576249346254784,0.6955,0.6201742363460312,-8.274669066199447e-05,0.6955,0.6879586078213635,1.3760457477696164e-05,0.6955
0.066,0.6035168184309715,0.001023973259203781,0.6955,0.618854846245921,2.027052457109768e-06,0.6955,0.6778730248506183,3.716508535489549e-05,0.6955
0.1,0.6022654679453703,0.0010934731255539676,0.6955,0.617456487767048,9.124016773809362e-05,0.6955,0.6686778897309806,6.380835658637007e-05,0.6955
0.2,0.5986727277752982,0.0013032524786582567,0.6955,0.6131246158244342,0.00036397587520964336,0.6955,0.6468290537866578,0.00017470359872473473,0.6955
0.3,0.5951645483292036,0.001518727887192095,0.6955,0.6084874675331102,0.0006518208750552201,0.6955,0.6302522265643038,0.00035936186741580833,0.6955
0.4,0.5917177546213266,0.0017378179366901447,0.6955,0.6035847387500335,0.0009549518416510638,0.6955,0.6170084553654187,0.0006335056131741013,0.6955
0.5,0.5883325304977882,0.0019595434381920462,0.6955,0.5984782683041472,0.001273512756037376,0.6955,0.606031073598212,0.0009918706280104272,0.6955
0.6,0.5850176109384471,0.0021839602229551947,0.6955,0.5932484820839949,0.001607639585209486,0.6955,0.596777279568745,0.0014097693218375618,0.6955
0.7,0.5817821995034553,0.0024119929233131776,0.6955,0.5879807884741421,0.001958076514641527,0.6955,0.588989244963061,0.001853324467994466,0.6955
0.8,0.5786323080406615,0.0026452105903392864,0.6955,0.5827501133264398,0.0023268432662749694,0.6955,0.5824974004375645,0.002294503121174074,0.6955
0.9,0.5755697454938858,0.0028855877586689838,0.6955,0.5776105438752203,0.0027175560327658,0.6955,0.5771089626525115,0.002720870541712217,0.6955
1.0,0.5725924852848031,0.003135287086390104,0.6955,0.5725924852848031,0.003135287086390104,0.6955,0.5725924852848031,0.003135287086390104,0.6955
