Alpha_Ganite,Alpha,Loss YCF Ganite,ATE YCF Ganite
-50,0.0,11.289165496826172,3.718988110982516
-50,0.033,11.529955863952637,3.5191694633367097
-50,0.066,11.213423728942871,3.5525300718456996
-50,0.1,12.158751487731934,3.748677091040027
-50,0.2,10.862889289855957,3.7707645344965424
-50,0.3,10.684880256652832,3.7042403492379967
-50,0.4,9.975244522094727,3.903644284361719
-50,0.5,8.214518547058105,3.9855389631993026
-50,0.6,8.136820793151855,3.853500189472391
-50,0.7,7.7008137702941895,4.011776870306873
-50,0.8,7.449463367462158,4.010197640819864
-50,0.9,7.712467670440674,4.168204220222394
-50,1.0,7.545093059539795,4.05044890506654
-40,0.0,9.247492790222168,4.540256691422967
-40,0.033,9.183492660522461,4.3065082103662
-40,0.066,11.721199035644531,4.268827947486216
-40,0.1,8.334260940551758,4.279910063423448
-40,0.2,7.5926713943481445,4.35727860704935
-40,0.3,8.322565078735352,4.567483458930303
-40,0.4,7.490223407745361,4.422445453613303
-40,0.5,7.817119121551514,4.197347478229773
-40,0.6,8.248701095581055,4.146184322864979
-40,0.7,7.772785186767578,4.1662575185727135
-40,0.8,7.181675434112549,4.122925525324355
-40,0.9,7.296632289886475,4.154648575554923
-40,1.0,7.286235332489014,4.038083820348301
-30,0.0,12.448467254638672,2.666163769420642
-30,0.033,14.03797721862793,2.6907571988047994
-30,0.066,13.935962677001953,2.826912235785231
-30,0.1,11.491044998168945,2.8098493318792435
-30,0.2,10.591957092285156,3.013863737358678
-30,0.3,9.40285873413086,3.235976176171161
-30,0.4,9.613039016723633,3.1784123166951233
-30,0.5,9.200870513916016,3.4986694287474993
-30,0.6,8.310895919799805,3.6259448748285052
-30,0.7,8.641372680664062,3.743261631329657
-30,0.8,8.032015800476074,3.801329215459287
-30,0.9,7.492184162139893,4.0232578257758735
-30,1.0,7.665682315826416,3.9978965599385576
-20,0.0,13.560856819152832,5.597889355229073
-20,0.033,13.339181900024414,4.656258011723412
-20,0.066,14.213621139526367,4.9236923494276645
-20,0.1,11.33292293548584,5.730732229011633
-20,0.2,10.603479385375977,5.1240180120195244
-20,0.3,9.544393539428711,5.070133605939905
-20,0.4,8.97488784790039,5.226235559566677
-20,0.5,9.029699325561523,4.527805993130865
-20,0.6,8.262992858886719,4.3380040070696415
-20,0.7,8.064993858337402,4.2566709954868465
-20,0.8,8.105015754699707,4.013724391892343
-20,0.9,7.205523490905762,4.201434254497587
-20,1.0,7.65238094329834,3.949175152275168
-10,0.0,11.204843521118164,3.4751539625348906
-10,0.033,10.711960792541504,3.3980592584302576
-10,0.066,10.3516263961792,3.529585966754478
-10,0.1,10.163756370544434,3.4693380605334196
-10,0.2,9.255742073059082,3.5284629154309837
-10,0.3,9.210652351379395,3.504367825964832
-10,0.4,8.543966293334961,3.683290052027518
-10,0.5,8.92552661895752,3.861047659223738
-10,0.6,7.768428802490234,3.747284231160405
-10,0.7,8.058589935302734,3.7786501033453486
-10,0.8,8.346002578735352,3.76192939844584
-10,0.9,7.52440881729126,4.006339915938981
-10,1.0,7.412874698638916,3.9997099120474884
-9,0.0,9.198185920715332,4.67704389152199
-9,0.033,11.668450355529785,4.762080221534788
-9,0.066,9.294918060302734,4.616750358518657
-9,0.1,9.618659019470215,4.647783906930724
-9,0.2,9.220064163208008,4.667946343389763
-9,0.3,8.925664901733398,4.529417820466648
-9,0.4,9.472631454467773,3.9965328189562386
-9,0.5,8.442927360534668,4.4639790650208
-9,0.6,7.669822692871094,4.31549864382988
-9,0.7,7.729523658752441,4.020020718844005
-9,0.8,7.5356764793396,4.284482171240247
-9,0.9,8.146331787109375,4.006881390385068
-9,1.0,7.235251426696777,4.048140230687932
-8,0.0,27.117469787597656,4.385369478315274
-8,0.033,26.350160598754883,4.9047461183935726
-8,0.066,22.63105010986328,5.0174628817924285
-8,0.1,25.115415573120117,5.173420953121225
-8,0.2,18.259876251220703,4.918633774547668
-8,0.3,15.573725700378418,5.136839871042247
-8,0.4,13.87320327758789,4.741533589198602
-8,0.5,11.761098861694336,4.399502416715482
-8,0.6,11.691190719604492,4.356816947056889
-8,0.7,10.13668441772461,4.132220378379747
-8,0.8,8.185818672180176,4.06260424398493
-8,0.9,7.313695430755615,4.054771662740777
-8,1.0,7.294683456420898,4.0090763004031
-7,0.0,14.140267372131348,3.233601091256389
-7,0.033,13.966347694396973,3.3824402701423852
-7,0.066,12.074877738952637,3.2883830252982578
-7,0.1,11.583439826965332,3.4648311686965663
-7,0.2,10.849238395690918,3.474034709626339
-7,0.3,11.592728614807129,3.6109970608164024
-7,0.4,9.13692855834961,3.6503237094754226
-7,0.5,9.144392967224121,3.700416777682307
-7,0.6,8.377175331115723,3.6806790518623274
-7,0.7,7.713943004608154,3.877209377121675
-7,0.8,7.656498432159424,3.8690235947909137
-7,0.9,7.59165096282959,3.860610461824754
-7,1.0,7.594947814941406,3.789024813689175
-6,0.0,13.927919387817383,2.5807470713611202
-6,0.033,14.154215812683105,2.539037937451261
-6,0.066,13.889809608459473,2.576685665124235
-6,0.1,13.171285629272461,2.7303690482823555
-6,0.2,11.6985502243042,2.7805987602603732
-6,0.3,10.4939546585083,3.0536654250890916
-6,0.4,10.9603910446167,3.0256319013843216
-6,0.5,9.344240188598633,3.313277018497984
-6,0.6,8.833779335021973,3.577641137642531
-6,0.7,8.190420150756836,3.7932660535849023
-6,0.8,7.554902076721191,3.8730822086024252
-6,0.9,7.476853847503662,3.9745693870085206
-6,1.0,7.203952312469482,4.098095633170272
-5,0.0,8.29460620880127,4.443573461910633
-5,0.033,8.539746284484863,4.41592291170191
-5,0.066,8.22476863861084,4.4202616373449
-5,0.1,8.450207710266113,4.340715839799238
-5,0.2,8.484614372253418,4.268647626899387
-5,0.3,7.780697822570801,4.264928029448573
-5,0.4,7.605440616607666,4.336432330821497
-5,0.5,7.735143661499023,4.2129237566647815
-5,0.6,7.680817604064941,4.169087839908187
-5,0.7,7.469122409820557,4.262803510648042
-5,0.8,7.521978855133057,4.16746225036996
-5,0.9,7.253054618835449,4.162835969476018
-5,1.0,7.358107566833496,4.006054387405071
-4,0.0,12.386096000671387,3.5037496035976883
-4,0.033,11.78870964050293,3.4206755335120644
-4,0.066,11.615798950195312,3.447644272139108
-4,0.1,11.611519813537598,3.4654441215587886
-4,0.2,10.604948043823242,3.449918216017215
-4,0.3,9.080008506774902,3.7780878200140284
-4,0.4,9.213869094848633,3.711475490918282
-4,0.5,8.201416015625,3.802327113859093
-4,0.6,8.219748497009277,3.7994666547604012
-4,0.7,7.795334815979004,4.058294616339812
-4,0.8,7.793826580047607,3.811395761336641
-4,0.9,7.546006202697754,4.041931962476554
-4,1.0,7.360188961029053,3.896649945436471
-3,0.0,9.784219741821289,3.8828380599663417
-3,0.033,9.29470157623291,3.8608948826542644
-3,0.066,10.796416282653809,3.672645369675217
-3,0.1,8.906221389770508,3.8562238906703605
-3,0.2,9.152946472167969,3.6820944585263904
-3,0.3,8.616263389587402,3.716197083113955
-3,0.4,7.949721813201904,3.9194540677742875
-3,0.5,7.77508544921875,3.9024462487148917
-3,0.6,8.03150463104248,3.90371769815353
-3,0.7,7.520931720733643,3.97209553627739
-3,0.8,7.335934162139893,4.0306666521688355
-3,0.9,7.715282440185547,4.096598290330141
-3,1.0,7.672825813293457,3.8293185189700667
-2,0.0,9.97313117980957,3.8851456024850424
-2,0.033,9.480372428894043,3.9223152369409435
-2,0.066,9.102237701416016,3.734958985045364
-2,0.1,9.273053169250488,3.9152889659286942
-2,0.2,9.171563148498535,3.69484100526775
-2,0.3,8.789413452148438,3.782346118121506
-2,0.4,8.148252487182617,3.874414037904936
-2,0.5,8.274995803833008,3.9316418172672756
-2,0.6,7.7407755851745605,3.976454463565703
-2,0.7,7.435395240783691,3.977113002523213
-2,0.8,7.320501804351807,4.072469837857755
-2,0.9,7.227104663848877,4.06285447385997
-2,1.0,7.247745037078857,4.195698720433331
-1,0.0,9.510275840759277,4.27073165145479
-1,0.033,10.09526252746582,4.037152589775748
-1,0.066,9.630867958068848,4.2070541828574575
-1,0.1,10.31961441040039,4.245196545053362
-1,0.2,8.685694694519043,4.208961059553408
-1,0.3,8.230585098266602,4.210105937069024
-1,0.4,8.502900123596191,4.009917719136923
-1,0.5,7.558049201965332,4.056677691766364
-1,0.6,7.699410438537598,3.9272813728983245
-1,0.7,7.828647136688232,4.072129639619827
-1,0.8,7.600945949554443,3.8895837524053416
-1,0.9,7.4913434982299805,4.018314152035142
-1,1.0,7.504665374755859,4.038726628839761
0,0.0,8.35169506072998,3.9086146895612472
0,0.033,8.216672897338867,3.8474398933706135
0,0.066,8.161438941955566,3.919797469688194
0,0.1,8.99551010131836,3.730049187934247
0,0.2,8.127936363220215,3.8544894993150014
0,0.3,7.569899559020996,3.998182083184713
0,0.4,7.6618804931640625,3.927162368258757
0,0.5,7.726882457733154,3.9046715425409184
0,0.6,7.740297794342041,3.963825058235514
0,0.7,7.379219055175781,4.037693619003756
0,0.8,7.695330619812012,3.7183566630776603
0,0.9,7.280091285705566,4.096030228820359
0,1.0,7.303187847137451,4.07071594392284
1,0.0,21.590225219726562,3.7702215913527044
1,0.033,19.451631546020508,3.7093670433621644
1,0.066,20.503475189208984,3.676656846913484
1,0.1,19.504100799560547,3.85923081871255
1,0.2,18.271211624145508,3.6398140474583958
1,0.3,16.161436080932617,3.6680948733039744
1,0.4,13.853544235229492,3.6054459089548216
1,0.5,12.90538215637207,3.6152677278865846
1,0.6,11.359858512878418,3.621577948414728
1,0.7,10.284828186035156,3.5708496762703374
1,0.8,8.018023490905762,3.9838789519351705
1,0.9,7.481796741485596,3.8705936331348325
1,1.0,7.188016891479492,4.231228803460852
2,0.0,103.91349029541016,-0.8299927427206613
2,0.033,97.3131332397461,-0.7427900106005922
2,0.066,91.3690414428711,-0.6242536567783468
2,0.1,85.27227020263672,-0.5498498047807803
2,0.2,68.79800415039062,-0.07377345503570609
2,0.3,54.46934127807617,0.35297202539464534
2,0.4,42.9323844909668,0.8516905233775129
2,0.5,33.09379959106445,1.2289027065352758
2,0.6,23.995899200439453,1.8132090802328213
2,0.7,16.25667381286621,2.2760893291357727
2,0.8,11.850340843200684,2.8361226878506542
2,0.9,8.54378890991211,3.3871708504023066
2,1.0,7.5015435218811035,4.101333706846656
3,0.0,9.292263984680176,4.4094408157413945
3,0.033,9.988540649414062,4.252263831407545
3,0.066,9.859018325805664,4.346050829989661
3,0.1,9.609710693359375,4.248540787758063
3,0.2,9.263494491577148,4.1548009773489
3,0.3,9.092147827148438,4.25372722363229
3,0.4,8.273151397705078,4.187880352927211
3,0.5,7.973228454589844,4.214823242391627
3,0.6,8.186981201171875,4.019660802850218
3,0.7,8.104902267456055,3.9877446226178526
3,0.8,7.275135517120361,4.0982831645119955
3,0.9,7.306342124938965,4.06558850420329
3,1.0,7.334780216217041,4.0222400341214986
4,0.0,79.2337646484375,-0.7063246393710072
4,0.033,76.051513671875,-0.6346034000916894
4,0.066,71.88561248779297,-0.45685111932236966
4,0.1,68.69780731201172,-0.42510258144194957
4,0.2,54.859886169433594,0.07697240177358555
4,0.3,47.61299133300781,0.519816087463111
4,0.4,37.86235046386719,1.0026617503916202
4,0.5,26.971736907958984,0.944349176681174
4,0.6,21.673078536987305,1.739227918281244
4,0.7,15.207376480102539,2.056941157306484
4,0.8,11.937790870666504,2.7859594891665935
4,0.9,8.831245422363281,3.2779814868841646
4,1.0,7.439947128295898,3.935825972463966
5,0.0,164.0618896484375,0.5555652420259918
5,0.033,154.483154296875,0.640932800362461
5,0.066,144.36196899414062,0.7515830020057317
5,0.1,129.5467529296875,0.9519577700572706
5,0.2,105.99100494384766,1.1550270898714672
5,0.3,80.91731262207031,1.4004004782141566
5,0.4,58.58099365234375,1.5658262250929464
5,0.5,45.58815002441406,1.6104536782656789
5,0.6,33.28717803955078,1.9242146738428887
5,0.7,22.919845581054688,2.300662504329455
5,0.8,15.85610294342041,2.705641101350962
5,0.9,9.312878608703613,3.3308617197804615
5,1.0,7.255145072937012,4.100278031525001
6,0.0,112.59495544433594,-0.2578805149142065
6,0.033,99.93678283691406,0.10306925271949918
6,0.066,99.12648010253906,0.37339244650558356
6,0.1,95.61780548095703,0.3749701311956706
6,0.2,73.78633117675781,0.8231103404549254
6,0.3,57.99420928955078,0.8313373738229668
6,0.4,45.71440124511719,1.2320291322604264
6,0.5,34.931697845458984,1.7193808072194128
6,0.6,24.961042404174805,2.1060015508710994
6,0.7,18.637622833251953,2.5151591377274856
6,0.8,12.505511283874512,3.0110342937057037
6,0.9,8.83073616027832,3.493350430699534
6,1.0,7.4052252769470215,4.0753085329473056
7,0.0,93.00653839111328,-0.9536303710416512
7,0.033,92.66535186767578,-0.8469030312511565
7,0.066,81.42630767822266,-0.6300207055178548
7,0.1,76.17803192138672,-0.576196328894051
7,0.2,63.26617431640625,-0.145281819243273
7,0.3,48.77815628051758,0.3772804687176281
7,0.4,41.43124008178711,0.816936450354095
7,0.5,29.95173454284668,0.9421130751841789
7,0.6,21.96256446838379,1.5144450306872592
7,0.7,17.012657165527344,2.118162938674217
7,0.8,11.366742134094238,2.760929762288879
7,0.9,8.803235054016113,3.3926166269865154
7,1.0,7.505834579467773,3.919382379358853
8,0.0,107.46856689453125,-1.141753308714855
8,0.033,101.66535949707031,-0.9839193669130379
8,0.066,95.004638671875,-0.8833510348844626
8,0.1,89.60943603515625,-0.7301413582373444
8,0.2,74.82041931152344,-0.4207528124656372
8,0.3,59.51911544799805,0.163745749279391
8,0.4,47.938472747802734,0.5481792177485465
8,0.5,36.597267150878906,1.1688013218559439
8,0.6,26.62125015258789,1.7784412559876586
8,0.7,18.83814239501953,2.1273735279622032
8,0.8,13.687237739562988,2.6879562035068933
8,0.9,8.901009559631348,3.3202560603547515
8,1.0,7.61392879486084,4.1141010440010515
9,0.0,111.46967315673828,0.28223210974039237
9,0.033,110.99272155761719,0.35739808531745076
9,0.066,103.92374420166016,0.47055788974335133
9,0.1,93.86810302734375,0.4939698274658788
9,0.2,75.43292999267578,0.7141271702139171
9,0.3,62.2326545715332,1.0479834548923854
9,0.4,48.0968132019043,1.418362366739867
9,0.5,35.125450134277344,1.8622530632899825
9,0.6,26.49187660217285,2.3821288537075502
9,0.7,17.143491744995117,2.5778073503417396
9,0.8,12.606852531433105,2.943019804650658
9,0.9,8.88000202178955,3.4569281413942923
9,1.0,7.473894119262695,4.007124978370531
10,0.0,145.22222900390625,-1.254670675819634
10,0.033,138.5558319091797,-1.160663683401534
10,0.066,132.03672790527344,-1.0458097917156026
10,0.1,118.24898529052734,-0.937360369268009
10,0.2,99.14187622070312,-0.6096457270917375
10,0.3,79.45134735107422,-0.15872504403581544
10,0.4,60.61382293701172,0.4455844155620037
10,0.5,47.48822021484375,1.0344654191265001
10,0.6,33.26139450073242,1.6695717643925994
10,0.7,22.889440536499023,1.9266785707185683
10,0.8,14.915207862854004,2.490789762463918
10,0.9,9.816901206970215,3.2121412403465754
10,1.0,7.0744099617004395,4.167828665834531
20,0.0,95.96639251708984,-0.5997494245075545
20,0.033,85.64459228515625,-0.5662929421677472
20,0.066,81.41747283935547,-0.42585135092826043
20,0.1,75.30012512207031,-0.30150069759808495
20,0.2,65.13502502441406,0.018508366964921308
20,0.3,51.91969299316406,0.5338267898686606
20,0.4,40.454994201660156,1.0009233603042649
20,0.5,30.60506820678711,1.5174970297337294
20,0.6,22.46232032775879,1.8308163064843472
